iter	Logloss
552	0.1880857097
553	0.1879535784
554	0.1877502734
555	0.1876706615
556	0.1876018288
557	0.187464287
558	0.1871966964
559	0.1870822786
560	0.1870107106
561	0.1868875144
562	0.1867752694
563	0.1866306013
564	0.1864393346
565	0.1863245072
566	0.1862065571
567	0.1858548207
568	0.1857417075
569	0.1856424388
570	0.1855366143
571	0.1854076352
572	0.1852785955
573	0.1851365053
574	0.1850667005
575	0.1849593961
576	0.1848275433
577	0.1847233533
578	0.1846041464
579	0.184470788
580	0.1843186068
581	0.1842174573
582	0.1841056452
583	0.1839585148
584	0.1838437469
585	0.1837274534
586	0.1835745761
587	0.1834365594
588	0.1833263135
589	0.1832445
590	0.1831079138
591	0.1830248228
592	0.1829134797
593	0.182829918
594	0.1827037641
595	0.1825636714
596	0.1824987025
597	0.1823807898
598	0.1823382561
599	0.182211189
600	0.1821014423
601	0.1820262191
602	0.1819498352
603	0.1817704322
604	0.1816528229
605	0.1815581049
606	0.1815016806
607	0.1814017256
608	0.1812721939
609	0.181133831
610	0.1810609092
611	0.1809350009
612	0.1808118628
613	0.1807618536
614	0.1807000662
615	0.1806343289
616	0.1804863865
617	0.1803650761
618	0.1802708221
619	0.1801320921
620	0.1800252239
621	0.1799290254
622	0.1798471845
623	0.1797317963
624	0.1796104235
625	0.1795439316
626	0.1794180802
627	0.1793378441
628	0.1792377876
629	0.1791207657
630	0.1790024299
631	0.1789138818
632	0.1787664771
633	0.1786444663
634	0.178554791
635	0.1784469757
636	0.1782785479
637	0.1781929966
638	0.178060688
639	0.1779779283
640	0.1778935772
641	0.1778000135
642	0.1777323478
643	0.1776537985
644	0.1775485558
645	0.177476122
646	0.1774172004
647	0.1772452868
648	0.1771220534
649	0.1770075522
650	0.1768789724
651	0.1768322321
652	0.1767357904
653	0.1766230565
654	0.1765098849
655	0.1764201281
656	0.1763070137
657	0.1762183333
658	0.1760868421
659	0.175982402
660	0.1758727894
661	0.1757703339
662	0.1756331929
663	0.1755763985
664	0.1755179885
665	0.1753909632
666	0.1752748253
667	0.1752042102
668	0.1750801087
669	0.1749999113
670	0.174846715
671	0.1747533275
672	0.1745882812
673	0.1745199516
674	0.1744011421
675	0.1743372039
676	0.1742559846
677	0.1741129924
678	0.1740167095
679	0.1739613563
680	0.1738919722
681	0.1737946813
682	0.173672476
683	0.1736143671
684	0.1735047725
685	0.1733812433
686	0.1732792778
687	0.1732106385
688	0.1731342137
689	0.1730361728
690	0.1729675655
691	0.1728789989
692	0.1728044106
693	0.1727093071
694	0.1726447307
695	0.172535209
696	0.1724411598
697	0.1723444944
698	0.1722148053
699	0.1721629922
700	0.1721014204
701	0.1719694343
702	0.1718798033
703	0.1718170626
704	0.1716761729
705	0.1716015899
706	0.1715280182
707	0.1714277222
708	0.1713274054
709	0.1712106378
710	0.1711253692
711	0.1709859799
712	0.170864756
713	0.1706832083
714	0.1705509543
715	0.1704440398
716	0.1703458102
717	0.1702380959
718	0.170156896
719	0.1700671482
720	0.1699564069
721	0.1698241646
722	0.169725916
723	0.1696701845
724	0.1695880478
725	0.1695276162
726	0.1694413657
727	0.1693407416
728	0.1692670353
729	0.1691628502
730	0.1690839821
731	0.1689745459
732	0.1689242591
733	0.1688423754
734	0.1687817681
735	0.1687099558
736	0.1686303829
737	0.1685503757
738	0.1684739659
739	0.16834884
740	0.168268772
741	0.1681620209
742	0.1680259996
743	0.1679626448
744	0.167867041
745	0.1677914905
746	0.1677079403
747	0.1676094998
748	0.1675177096
749	0.1674470019
750	0.1674003557
751	0.1673307482
752	0.1672737441
753	0.1672017681
754	0.1671166869
755	0.167042843
756	0.1669956763
757	0.1669330679
758	0.1668547524
759	0.1667301065
760	0.166676997
761	0.1665729701
762	0.1665133558
763	0.1664225859
764	0.1663380024
765	0.1662837036
766	0.1661847896
767	0.16609421
768	0.1660101033
769	0.1659193492
770	0.165799994
771	0.1657113189
772	0.165628551
773	0.1655464888
774	0.1654533703
775	0.1653965698
776	0.1653078435
777	0.1652116459
778	0.1651377389
779	0.1650877583
780	0.165038831
781	0.1649905166
782	0.1649332296
783	0.1648672441
784	0.1648058875
785	0.1647443956
786	0.1646075536
787	0.164542668
788	0.1644156474
789	0.1643284435
790	0.164269899
791	0.1641606553
792	0.164090171
793	0.1639872782
794	0.163923358
795	0.163856567
796	0.1637993027
797	0.16370438
798	0.1636075142
799	0.1635644388
800	0.1634379045
801	0.1633383571
802	0.1632871938
803	0.1631943693
804	0.1630575403
805	0.1629896796
806	0.162881334
807	0.1628051721
808	0.1627053521
809	0.1626284589
810	0.1625762381
811	0.1625170115
812	0.162458257
813	0.1623667528
814	0.1623096478
815	0.1622335782
816	0.162133178
817	0.1620188234
818	0.1618493693
819	0.1617964148
820	0.161716021
821	0.1616574041
822	0.1615692627
823	0.1614837443
824	0.1614358714
825	0.1613110437
826	0.1612577933
827	0.1611639487
828	0.1610787842
829	0.1609854293
830	0.160918888
831	0.160844693
832	0.160787639
833	0.160747256
834	0.1606553782
835	0.1605699592
836	0.1604304012
837	0.160303898
838	0.1602554099
839	0.1601290067
840	0.1600390984
841	0.1599989915
842	0.159954979
843	0.1598886354
844	0.1597949867
845	0.1596981079
846	0.1596099033
847	0.1595674917
848	0.1595184224
849	0.1593992613
850	0.1593216182
851	0.1592127451
852	0.1591508928
853	0.1590753921
854	0.1590033607
855	0.158935837
856	0.1588550969
857	0.1587360094
858	0.1586555456
859	0.1586165718
860	0.1585550249
861	0.158510771
862	0.1584433851
863	0.1583814239
864	0.1583218631
865	0.1582477225
866	0.158168424
867	0.1580605809
868	0.158016765
869	0.1578991586
870	0.1578317561
871	0.1577712602
872	0.1577026108
873	0.157577765
874	0.1574389518
875	0.1573590761
876	0.1572674754
877	0.1571827127
878	0.15709614
879	0.1570088969
880	0.1568834483
881	0.1568135283
882	0.1567738247
883	0.1566924218
884	0.1565870868
885	0.1564814295
886	0.1563981902
887	0.1563273267
888	0.1562620969
889	0.1561592875
890	0.1561020089
891	0.156049312
892	0.1560056957
893	0.155950082
894	0.1558912704
895	0.1558005069
896	0.1557495772
897	0.1556560762
898	0.155613355
899	0.1555155581
900	0.1554572603
901	0.1553658277
902	0.1552873138
903	0.1552536893
904	0.1551585619
905	0.1551194015
906	0.1550549638
907	0.1549755063
908	0.1549138874
909	0.1548330987
910	0.1547873165
911	0.154751683
912	0.1546752545
913	0.1546275769
914	0.1545722845
915	0.1544820233
916	0.154373426
917	0.1542878792
918	0.1542286671
919	0.1541358594
920	0.1540967837
921	0.1540615714
922	0.1539199947
923	0.1538328263
924	0.1537658548
925	0.1536876583
926	0.1536400464
927	0.1535898717
928	0.1535376778
929	0.1534709118
930	0.1534065641
931	0.1533644612
932	0.1533019842
933	0.1532214423
934	0.1531599046
935	0.1530611617
936	0.1529545577
937	0.1528849491
938	0.1528150979
939	0.1527408018
940	0.152658827
941	0.1525358696
942	0.1524811276
943	0.1524049255
944	0.1523146954
945	0.152230872
946	0.1521842616
947	0.1521042242
948	0.1520078184
949	0.1519140291
950	0.1518303026
951	0.1517522381
952	0.1517004974
953	0.151660373
954	0.1515673122
955	0.1515074041
956	0.1514005031
957	0.1513510663
958	0.1512887043
959	0.1512506661
960	0.1512079938
961	0.1511015276
962	0.1510461983
963	0.1509648533
964	0.1509079096
965	0.1508041542
966	0.1507250332
967	0.1506035583
968	0.1505572049
969	0.1504892453
970	0.1504166084
971	0.1503454568
972	0.1502957775
973	0.1501850683
974	0.1501286295
975	0.1500638598
976	0.1500050455
977	0.1499511741
978	0.1499006378
979	0.1498277061
980	0.149767539
981	0.1496587646
982	0.1496003156
983	0.1495477186
984	0.1495001587
985	0.1493986136
986	0.1493467958
987	0.1493008765
988	0.1492293459
989	0.1491398782
990	0.1490653507
991	0.1490078645
992	0.1488851905
993	0.1488179549
994	0.1487648148
995	0.1486896808
996	0.1486125023
997	0.1485748113
998	0.1484825892
999	0.1484297283
